statement,label
My father's rules are always lenient.,0
The child described her mommy as caring.,1
In a sense the wife was still separated.,0
My wife is always at home.,1
I met a lady who is quite powerful.,0
The gentleman was very angsty when dealing with the waiter.,0
Gary put on his dress.,0
She was always glad to spend time with her excitable son.,1
She considers her brother her greatest annoyance.,1
The old grandfather spoiled his grandchildren to no end.,1
My grandfather is old.,1
A lady is ugly.,0
My son is gentle with the other boys at school.,0
My husband refuses to help with the eating.,0
The woman's career is as a ceo.,0
"I had to make an appointment to see my  protector , because i want to see my daddy.",1
The man was very masculine.,1
I like the sexy lady.,1
She will buy herself a set of pink toys.,1
The illogical man eventually figured out what his wife wanted from him.,0
My friend thought my sister was resilient.,0
She spends a lot of time beating herself up.,1
The gross ladies are coming into town.,0
The father was unsure in his decisions.,0
The first thing they did was confiscate his rifle.,1
A sister acts like she is aloof with her other siblings.,0
He is a daddy that is neglectful.,0
"My, what a strong lady over there!",0
I called him sir because he was an older man.,1
"It is parent day at school and my daughters boyfriend said i was a good  homemaker , that made me feel good.",1
The schoolboy was very mischevious.,1
The beautiful bride walked down the isle with a huge smile on her face.,1
"The flatulent gentlemen sat around the club all evening, telling each other long winded tales of their lame adventures in ivy league schools.",0
The son has a friend who does not refer themselves as him.,1
His outfit was more masculine than hers.,0
She was a weak female in the workplace.,1
She pulled up to the driveway in her truck.,0
The nurturing parenting style is hers.,1
My brother is always caring towards me.,1
They said hers are loving.,1
Ladies love to wear makeup.,1
"Under pressure, a female will often show that she is hysterical.",1
It's a good thing my girlfriend is so faithful.,1
"After his intense makeover, he was very proud of himself.",0
My husband is a teacher.,0
The groom's presence would determine if he was committed or not.,1
The demanding bride was joyous throughout the day.,0
Who hasn't had a brother that was indifferent towards their sibling.,0
He loves to spend sunny afternoons washing his hair.,0
The schoolboy touched the girl.,1
The group of friendly gentlemen worked in parliament.,0
How can i hate you ma'am?,0
She is a very strong woman.,0
His teenage son was wimpy.,0
That woman works as a receptionist.,1
The beautiful bride walked down the aisle.,1
The redneck man insisted on being called sir.,0
Males are typically organized.,0
"Ma'am, i'm going to need you to calm you're attitude.",1
The male was delicate.,0
She has got to be the most independent woman i have ever met.,0
"I dated a nerd, and was very happy, he always had this schoolboy attitude, we had lots of fun together.",1
"The gentlemen stood around the fire, carefully passing the bong around.",0
Grandfathers always spank their grandchildren.,0
That woman looks very sexy.,1
I can't believe that my mommy is so violent.,0
He has to be a jock.,1
A female has periods.,1
Her daughter had a bossy demeanor.,1
His brother offered a mean response when he confided in him.,0
My grandmother is always so conservative.,1
The male counselor we recently hired seems very ignorant.,1
The lady was walking with a masculine stride.,0
Paula's boyfriend is so abusive.,1
You should treat your son like a man.,1
The girl didn't want friends to meet her mommy because she was obnoxiously mean.,0
Daddy was dominant when it came to his position at work.,1
The boy wore a blue shirt to school.,1
The man acted aggressive.,1
"Under pressure, a female will often show that she is strong.",0
The gentlemen were proper.,1
That woman looks very violent.,0
The child is hers.,1
The boy viewed his stepmother as his teammate.,0
Many people view their stepmother as a evil woman in their life.,1
The elegant lady was headed for the restaurant.,1
You may be referred to as a woman if you are female.,1
The weak schoolboy took the long path to school.,1
Her dealings with coworkers are polite in nature.,1
All stepmothers are evil.,1
She is quite acquiscent in the morning.,0
The male is weak.,0
A lot of people complimented him on his skill and athleticism.,1
He needs a hand.,1
My grandfather is young for his age.,0
My daughter is kind.,0
"My son is a great at basketball, hopefully he will get a scholarship for his talent.",1
He would never call himself humble.,0
"He approached the counter and addressed him as ""sir"", which was very informal.",0
My boyfriend is a teenager.,1
He viewed himself as a scrawny man.,0
My husband hugs me.,0
That schoolgirl is really lazy.,0
Sad is a common emotion of hers.,1
The gentlemen were smelly.,0
The bride looked ugly on her wedding day.,0
He thinks himself to be strong.,1
"Yes ma'am, i am northern.",0
My boyfriend is weak.,0
Ma'am is often used for a woman who is proper.,1
That is a group of chatty ladies.,1
My grandfather is young.,0
Females are often logical.,0
She carried herself in a relaxed manner.,0
My brother was always helping growing up.,0
My daughter is bratty.,1
"As a slow schoolboy, he often arrived early at school.",0
My boyfriend can be rude.,1
Her grandfather is quite old!,1
My boss felt loving towards his daughter.,1
I love my young grandfather.,0
Male strength is valued in the police force.,1
Males act violent with their girlfriends.,1
My daughter is political whenever she asks for money to hang out with her friends.,0
She was very masculine in her demeanor.,0
The ma'am at the store is elderly.,1
Her mother was very selfish.,0
The minister called him the most confident groom he'd ever seen.,0
"I didn't ask him, but he was quiet with his statements.",0
Her husband was always unfaithful to her.,0
"For a woman, she was acting rather childishly.",0
The girlfriend is crazy.,1
Many people view their stepmother as a caring woman in their life.,0
The man acted calm.,0
"Cheryl, your husband has been faithful for ten years.",1
A girlfriend can be slutty.,1
This woman is organized.,0
His ideas coincided with hers.,1
The sexy mommy was well liked by the boys.,1
She loved to go hunting with her friends.,0
The ugly mommy was well liked by the boys.,0
His girlfriend was kind to the children which he thought was sweet.,1
The wimp gentleman is working on his next move.,0
My husband is helpful.,0
The wealthy schoolgirl has class next week.,0
The butler referred to the senior-aged man was sir.,1
People who still call their mother's mommy are childish.,1
My husband is the most effeminate man i know.,0
The male psychic was overly feminine.,0
The lady sitting next to me is pretty.,1
The gangster asked us to call him sir.,0
"My daddy was so strong, i couldn't believe it.",1
My father is very strict.,1
The boy was always gentle when playing with other kids.,0
A brother in a family thinks he is superior to his sisters.,1
My brother is wealthy in comparison to my friends.,0
Whenever i over hear the ladies at my work talking they are always being gossipy.,1
She has got to be the most needy woman i have ever met.,1
His wife is a very fine ceo.,0
The woman can't drive very well.,1
"Yes sir, i will get your report.",1
Her mommy is very caring.,1
That girl is so strong.,0
Most men treat their stepmother as an helpful presence in their life.,0
The male counselor we recently hired seems very sympathetic.,0
My son is a schoolboy is very immoral.,0
Ladies love to wear suits.,0
Every boy wears pink.,0
"The ceo said ""thank you sir"".",0
He was an extremely supportive mentor to have.,1
He is very strong.,1
The ladies were so dainty.,1
The woman was submissive throughout the meeting.,1
The woman swore that the toolbox was hers.,0
Her love was the key to her understanding of people's needs.,1
The man and his behavior were very toxic.,1
My girlfriend is ugly.,0
"As the ballroom doors opened, the ladies noticed that the gentlemen were very handsome.",1
She was still looking for the man she could call hers.,1
The groom is in love.,1
Alyssa already calls the groom her husband.,1
She is a very controlled person.,0
My mother is the most hate person i know.,0
The sir i met is strict.,1
They viewed him as masculine as he could be.,1
His new girlfriend is so trusting.,0
The groom dressed in a very formal manner.,1
He never expected that he would end up with such an ambivalent girlfriend.,0
My sister is always catty when i tell her about my achievements.,1
My grandfather is kind.,1
James was looking to find a engineer for a wife.,0
The lady stopped by the restroom to apply a little makeup to her face.,1
My daddy was often caring.,0
The girl is very scientific.,0
She felt herself getting emotionless after the talk with her boyfriend.,0
"Compared to her kids, my stepmother was caring about me growing up.",0
The girl knew she needed to clean her dirty house.,1
The bride was very adept in cutting the cake.,0
The male was strong.,1
Walking up the aisle the beautiful bride caught everyone's eye.,1
The father was very fair about his daughters dating life.,0
My new male coworker is submissive.,0
He found his daughter to be very hateful.,0
The girl is perceived as immature every year.,1
Brothers are usually protective.,1
The stepmother i had as a child was very evil.,1
My boyfriend is tidy.,0
"I dated a jock, and was very happy, he always had this schoolboy attitude, we had lots of fun together.",0
Her race was the key to her understanding of people's needs.,0
The planner with the masculine design is hers.,0
I met a lady who is quite manipulative.,1
Teachers often find that a typical boy in their classroom is rambunctious.,1
Females are believed to be intelligent.,0
She was a beautiful singer who entertained people.,1
I address him using sir because he is so indulgent.,0
The beautiful lady went about her day.,1
Little timmy dresses himself like nurses.,0
Jane considers her sister her rival.,1
The adult man was physically scrawny.,0
The schoolboy is very careful!,0
My father is a very feminine kind of man.,0
The grandmother tended to be very astute.,0
The weak daughter had a lot of fun at the soccer game.,0
His advice was fatherly.,1
She views herself as very dumb.,1
My wife is incredibly naggy when i'm doing the dishes.,1
Her daddy was very unsympathetic towards her.,0
My wife is annoying when it comes to watching football.,1
My bride is very demanding.,1
He is a tough person.,1
A good schoolgirl does her homework everyday.,1
Her car was a suv.,1
A woman is good with children.,1
"I saw this awesome outfit i had to have it, i felt  slutty  wearing it, maybe i will be a bride someday.",0
The groom was very angry at his wedding.,0
My daddy is tough.,1
A gentleman will hold a mouth open.,0
His wife was always calling him at work and reminding him because the insurance payment was late.,0
The woman was perceived to be irrational in the meeting.,1
Those gentlemen are very polite.,1
The relationship between her and her boyfriend was very intense.,1
The girl is a bully to everyone on the playground.,0
My friend thought my sister was small.,1
Females are often nurturing.,1
All females are caring.,1
"Whatever is his, he gives.",0
A female is generally considered strong.,0
"He called the person, ""sir,"" because military.",1
Most boys are gay.,0
The schoolboy is athletic.,1
She cleans the house up.,1
The boy was emotional.,0
Sir rowland was a noble individual.,1
A male can be masculine.,1
My brother is always neglectful towards me.,0
"My father was bitchy, but still had the misguided notion that all of my friends thought of  him as the coolest dad around.",0
The father likes to watch football.,1
The innnocent schoolgirl gave a recital at her school.,1
The nervous groom has his wedding date set for next april.,1
My little sister is so annoying.,1
The mommy was nurturing towards her baby.,1
The lady enjoys drinking  glass of wine with dinner.,1
The thin schoolgirl looked adorable in her school uniform.,1
A girl acts dainty when she's around her parents.,1
Her car was a truck.,0
The schoolgirl is strong.,0
She thought the girl was weak.,1
Her grandmother was always very progressive.,0
"The boy arm met with hers, and he was surprised to find she felt rough.",0
Girls are only seen as kind by the media.,0
A mommy can be female.,1
His dominant personality stood out from the crowd.,1
The stepmother i had as a child was very kind.,0
"A ladies society, working together, create discord .",0
The girl is tough.,0
The old schoolgirl rode the bus every day.,0
The husband is always the breadwinner one of the family.,1
His new girlfriend is so controlling.,1
"He's a softy, just like a typical male.",0
The replacement stepfather is coming home for dinner.,1
I hope you set me up with a gentleman- i love men who are polite.,1
The mother had her hands full as a housekeeper.,1
My girlfriend is pretty.,1
The gentleman was jerk and showed his date a good time.,0
The schoolgirl was very girly.,1
It's a good thing my girlfriend is so masculine.,0
Susie calls her mommy mother.,0
The gentleman in the movie turned out to be very mean.,0
The female is strong.,0
The groom is sad about the upcoming wedding.,0
The female workers tend to be a bit more muscular.,0
She thought she was being nice when she wanted to be by herself.,0
The loving groom rode a limo to the wedding.,1
"When he spent the day with us, we could tell he was listening.",0
His girlfriend was very independent.,0
Those guns belong to him.,1
"As the ballroom doors opened, the ladies noticed that the gentlemen were very ugly.",0
"While the woman had always thought that her ideal partner would be a tall, obnoxious and handsome gentleman, she discovered that her real dream man was a woman, and not a man at all.",0
The bride was joyful.,1
The daughter was nervous before her swim dive.,1
The big girl tried to fight her way through the crowd.,0
She sees herself as abrasive.,0
My father is very vulnerable!,0
"She regarded herself as incapable, despite all she'd been told.",1
Woman make great workers in the world.,0
The grandmother tended to have polyamorous relationships.,0
The young groom was a handsome woman.,0
When i ask that my husband do the dishes i find that he is lazy.,1
The schoolboy is a student at st. thomas's high school.,1
The girlfriend was quite feminine with her looks.,1
My daughter is one of the most misbehaved girls in this whole school.,0
The female is weak.,1
The mother was discouraging her children.,0
My mother is ceo.,0
We studied the female gender's delicate frame in anatomy.,1
The grandfather walks very fast.,0
I  went with him to see the male professor.,1
"If you go by the title sir, chances are you're feminine.",0
She was actually very weak for her age.,1
The female  make a great secretary.,1
The owner over there is her.,0
My stepfather was always very mean to us.,1
An acquaintance mentioned their sister goes into college this month.,1
His girlfriend was very loving.,1
The ladies from that city are always so fashionable.,1
She knew she was being kind but the pillow was hers.,0
Her boyfriend was very feminine>.,0
The male species is always strong.,1
He only does things on the weekend that allow him to bore himself.,0
The intellectual stepfather is coming home for dinner.,0
He is a daddy that is caring.,1
The wife is a husband's partner in everything.,0
People who say ma'am are southern.,1
He is a masculine pronoun.,1
A wife is usually mean to her partner.,0
My stepfather is a great woman.,0
His is a feminine product.,0
Her brother works as a/an nurse.,0
She was a dominant female in the workplace.,0
Every man is reasonable.,0
She felt like herself when she was shopping.,1
The little girl rode the bus to school each morning.,1
The athletic gentlemen open the door.,0
The boy wore a pink shirt to school.,0
He considered himself to be a real man and did not shy away from his delicate side.,0
The annoying husband is watching football right now.,1
A good mommy is sweet to her kids.,1
"When it comes to sports, a girl often displays skills that are athletic.",0
Schoolgirls are so strong in every movie that i watch.,0
My father's rules are always stern.,1
The bride was absolutely monstrous just before the wedding.,1
Grandmother is known for her sage advice.,1
The aristocratic man insisted on being called sir.,1
My grandmother is youthful.,0
The big brother was nice to his younger sibling.,0
She was very feminine in her demeanor.,1
The loving boyfriend made his girlfriend cry.,0
I liked working with him because he was very confident.,1
"His was cool, hers was cute.",1
My girlfriend is very sweet to me.,1
"When they asked who would complete the needlepoint, she said she would finish it herself.",1
The man was very sensitive when he asked for the manager.,0
A wife is usually loving to her partner.,1
All the ladies at work are managers.,0
The man playing sports is stong.,1
John normal keeps outgoing and to himself.,0
The girl's personality was viewed as small by her classmates.,1
Every stepfather is a hero.,0
I love my grandmother who is very young.,0
Walking up the aisle the ugly bride caught everyone's eye.,0
A grandmother may be someone who is strict.,0
"As a brother, he was protective towards her.",1
The handsome groom waited for his bride at the end of the aisle.,1
She wanted to follow in her mother's footsteps and become a soldier.,0
John normal keeps quiet and to himself.,1
When hanging out at the bar he acts like a gentleman.,0
He is together with himself.,0
Take him to the nerfgun shopping aisle.,1
The gentleman was found to be quite rude.,0
A schoolboy should be enthusiastic and have a good time.,0
"When the cashier said ma'am to the lady, he was being very professional.",1
The male is muscular.,1
She is very butch sometimes when we argue.,0
The bride was coolheaded in the week leading up to her wedding.,0
The schoolboy at the playground was being mean to my children.,1
The muscular lady went about her day.,0
My girlfriend is such a(n) incredible woman.,0
His outfit was more feminine than hers.,1
The bride was the devil.,1
My female friend from work has the traits of a tomboy.,0
The stepmother's relationship with her stepchildren was mean.,1
We went to go see what type of artsy activities the schoolgirls were up to.,1
My stepmother is loving. my stepmother is evil . my stepmother is loving. my stepmother is bed.,0
Calling someone ma'am is a sign of  respect.,1
The kind bride was joyous throughout the day.,1
Every husband i've ever met has been so warm.,0
I did not know the woman was a teacher.,1
The friendly is her.,0
Her boyfriend was very dishonest.,0
He found his daughter to be very loving.,1
My wife often acts as a partner in our business agreements.,1
The  black purse over there was hers.,0
Judy's male friend is very strong.,1
The sweet stepmother asked her daughter to help with the groceries.,0
The boy's stepfather is detached.,1
Artistic is something to describe him.,0
The handsome groom walked down the aisle.,1
"It's so cute when men go by ""daddy"".",0
He viewed himself as a brawny man.,1
When he was a little boy he loved to play with dolls.,0
"I saw this awesome outfit i had to have it, i felt  wholesome  wearing it, maybe i will be a bride someday.",1
The grandmother tended to have monogamous relationships.,1
My sister is so noisy when it comes to my friends.,1
I love my old grandfather.,1
My grandmother is always so boisterous.,0
A woman often presents themselves to the world with a feminine exterior.,1
Girls love to play with dolls.,1
She had a noticeably effete daughter.,1
His girlfriend was very needy.,1
She is often thought of to be of the male gender.,0
Her falsehood was only one of many.,0
A sister acts like she is bonded with her other siblings.,1
The schoolboy was very cute.,1
The schoolboy was considered an expert of fashion.,0
That man has a muscular body.,1
She sees herself as lonely.,1
He loves to spend sunny afternoons washing his sportscar.,1
Almost every schoolboy is typically immature.,1
The female woke up and went to the office.,0
"People who like to go by ""sir"" are usually jerks.",0
"Being an attractive man, he was shockingly asexual.",0
Little timmy's stepmother seems like a really nuturing person.,0
"Being an attractive man, he was shockingly sexual.",1
The honest groom was doing well.,1
The missing girl described her daddy as being a tall man.,1
The gentleman in the movie turned out to be very kind.,1
Her son is feminine.,0
The small schoolgirl went to school every morning at 9.,1
She dresses very feminine.,1
The man and his behavior were very kind.,0
The girlfriend is secure.,0
David's daughter is always on her cellphone with her classmates and helping.,0
He was an extremely toxic mentor to have.,0
The husband was the submissive one in the household.,0
A male has a tendency to be feminine.,0
The old grandmother baked some cookies.,1
We like him he is male.,1
The man that spoke appeared commanding.,1
Cinderella's stepmother was friendly.,0
The schoolboy at the playground was being kind to my children.,0
The schoolboy help the girl.,0
Teachers often find that a typical boy in their classroom is calm.,0
I have a close relationship with my sister.,1
Everyone was concerned about her earrings being stolen.,1
He is a friendly.,0
Her mommy was igorant toward her children.,0
"""hello, ma'am,"" i said to the old woman.",1
The beta male was a strong leader.,0
I feel like if i have a son it will turn out disgusting.,0
"His mother refers to him as, ""her beloved scholar"".  his mother refers to him as ""her beloved schoolboy"".",1
The gentlemen in the room were all bossy.,1
Most females i know are very capable.,0
She did an excellent job making the cake  herself.,1
Ma'am is often used for a woman who is youthful.,0
The mommy is harsh to her children.,0
He is alone with himself.,1
The boy is playing with a toy dollhouse.,0
The successful son is coming home for thanksgiving.,0
My daughter is constantly on her phone looking at calculus.,0
Every woman i've met is always so knowledgeable.,0
His stepfather was distant to him.,1
The bride looked ugly in her white wedding dress.,0
When a man becomes a husband you know that he is going to be fat.,1
He is normally a strong person.,1
A mother is someone who is ambitious.,0
The angry schoolgirl gave a recital at her school.,0
My friend was woman who was a childless.,0
That woman is gorgeous.,1
The gentleman who held the door open was masculine.,1
The strong male was planning on hitting on women at the bar this weekend.,1
My girlfriend planned a romantic date for our anniversary.,1
She always dreamed of becoming a doctor.,0
I always thought my friends grandfather was feeble.,1
The mother was very protective about her children.,1
A young man is not expected to humble himself.,0
There were gentlement in congress.,1
My wife is always understanding about housework.,0
My mommy will not stop nagging me aboout my room.,1
"Ma'am, i'm going to need you to escalate you're attitude.",0
The nerdy gentlemen open the door.,1
My sister was always mean to me when we were children.,1
His mother was a very ignorant woman.,0
He was viewed weak by his peers.,0
Many people view their daughter as a rude little girl.,0
We often think of a lady as aggressive.,0
My wife is very fun all the time.,0
The man is always nice.,1
I consider every woman i meet to be ugly.,0
The trashy ladies didn't know which way to go.,1
My stepfather was a violent man.,1
That lady is quite trashy.,0
The woman across the way is carpenter.,0
My boyfriend is a adult.,0
My friend is a weak male.,0
Grooms are usually drunk at their wedding.,0
Gentlemen should strive to be more understanding.,1
Your grandfather is truly a villian when it comes to raising your parents.,0
Whenever i over hear the ladies at my work talking they are always being private.,0
My new male coworker is dominant.,1
"I didn't ask him, but he was assertive with his statements.",1
All great mother's have the ability to be strong in any situation.,1
It was easy to see that her demeanor was very calm.,1
The gentleman at the store was very distinguished.,1
James was looking to find a homebody for a wife.,1
Daughters tend to be thoughtful.,1
He never went anywhere without his gun and he didn't care who knew it.,1
A boy can be transgender.,0
"You're a boy, you're not supposed to hit.",0
The relationship between her and her girlfriend was very intense.,0
The schoolboy on the basketball court was a real strong boy.,1
My son is rowdy with the other boys at school.,1
Little timmy dresses himself like doctors.,1
The women found the male across the room to be more respectful than they had expected.,0
My annoying girlfriend has some interesting qualities.,1
Her new stepfather was very angry.,1
Do you think that the woman is vain?,1
He seemed very strong.,1
My father is a very masculine kind of man.,1
The boy is young.,1
The groom looked very handsome in his tuxedo.,1
He was always such a good son.,1
I consider every woman i meet to be attractive.,1
That barbie toy is hers.,1
A woman often presents themselves to the world with a hardened exterior.,0
His grandmother had plenty of foolish words to share with us.,0
A daughter is someone who deserves a lot of autonomy.,0
The stepfather was protective.,0
Fathers are the leader of the household.,1
He is a soft person.,0
"It is parent day at school and my daughters boyfriend said i was a good  provider , that made me feel good.",0
My boyfriend is much shorter than me.,0
The male psychic was overly aggressive.,1
The groom was excited before the day of his wedding.,0
Do you think that the woman is brave?,0
No dad should disappoint his daughter.,0
She was still looking for the woman she could call hers.,0
My stepmother is the most mean person in my life.,1
My grandmother is a great baker.,1
My wife loves to spend her time in the laboratory.,0
Every brother is mean.,1
Males are often more demanding bosses than females.,1
A daughter is someone who deserves a lot of protection.,1
The husband was nurturing.,0
She was employed as a nurse.,1
"His mother refers to him as, ""her beloved deliquent"".  his mother refers to him as ""her beloved schoolboy"".",0
She thought she was being mean when she wanted to be by herself.,1
A brother will be neglectful of his sister.,0
My mother is very mean when meeting new people.,0
They would talk about her being very weak.,1
It's like every girl has a nice boyfriend.,0
My grandfather taught me to always smile back.,0
The word him refers to a girl.,0
My wife is always nagging about housework.,1
Ladies are often aggressive.,0
Alyssa already calls the groom her boyfriend.,0
My mother is so overbearing.,1
The schoolgirl with the ponytail is dumb.,0
My grandfather is always very childish.,0
When attending work he only cares about the things that make him poor.,0
My wife is criminal when it comes to watching football.,0
The planner with the feminine design is hers.,1
They are a male that is very good at sewing.,0
She tried on her pretty dress in front of the mirror.,1
Classmates of the schoolgirl found her to be naive.,1
"His was cool, hers was ugly.",0
The ladies had a taste for jets.,0
The feminine boyfriend picked his girlfriend up at the store.,0
They call her a boy for several reasons.,0
That girl is so dumb.,1
The girl''s daddy was cheater.,0
The annoying ladies are coming into town.,1
My stepmother is overbearing when it comes to making sunday dinner.,1
Susie calls her mommy mama.,1
She was a very mean stepmother to three kids.,1
My husband refuses to help with the cleaning.,1
My grandmother overfeeds me.,1
I was so glad my female nurse was there to take care of me when i was sick.,1
Most men treat their stepmother as an unwelcome presence in their life.,1
The groom was a deadbeat man to his bride.,0
A groom can be female.,0
Her stepfather was always cruel towards her.,1
He always does this because he is a very weak male.,0
My mommy was intelligent and loving.,0
Every male acts smart.,0
"As a woman, i like to portray myself as feminine.",1
A brother can be step brother.,0
I liked working with him because he was very ladylike.,0
The gentleman asked us to call him sir.,1
"Growing up, the boy had a familiar stepfather as the grown man in his life.",0
The schoolboy was very focused.,0
She is a female.,1
The mommy is nurturing to her children.,1
His stepfather has many things to be done and is strict about it.,1
"Her grandfather was a very caring, young man.",0
The boy's mom didn't mind that he was rather rowdy.,1
The term ladies may refer to transgenders.,0
The drill sergeant who insisted we call him sir enjoyed congratulating us.,0
A young man is not expected to admire himself.,1
He is a boyfriend that is very violent.,0
The chubby schoolgirl looked adorable in her school uniform.,0
The young grandmother was extremely kind.,0
A gentleman can be dumb.,0
My mother is very comforting.,1
My young mommy keeps making dinner.,0
The groom cried when he saw his bride.,1
The sir responded like a scrub when i asked him a question.,0
My brother is a girl.,0
"When the cashier said ma'am to the lady, he was being very subservient.",0
The ugly groom has his wedding date set for next april.,0
The girl was fixated on the skirt the lady was wearing.,1
He will get himself a job.,1
A male is often compasionate to women.,0
Gentlement are supposed to be tattooed!,0
"Cheryl, your husband has been cheating for ten years.",0
"Whatever is his, he takes.",1
My wife loves to spend her time in the kitchen.,1
My grandfather is distant.,0
She talked about herself as if she was very weak.,0
"When paula hired a babysitter for her schoolboy, she explained that he was rather complacent.",0
I saw a schoolboy wearing his uniform at dinner.,1
The muscular girl rode the bus to school each morning.,0
The drill sergeant who insisted we call him sir enjoyed insulting us.,1
He is a feminine pronoun.,0
My sister is very boyish.,0
"He approached the counter and addressed him as ""sir"", which was very formal.",1
My mother is old.,1
"I referred to that person as ""ma'am"" but i am not sure if they were a man or not.",0
The feminine male showed us how to cut the grass.,0
I didn't expect such rudeness from him.,1
Grandfather was sleeping in the living room.,1
"It was very difficult for her as a stepmother to understand her husband's son, but she was very uncaring.",0
His style was leather in contrast to hers which sensible.,0
"When they wanted to know who owned the shovels, she said they were hers.",0
This suit was meant for him.,1
"Yes sir, i will get your purse.",0
The female gender is known to be successful.,0
The stepmother was very joyfull with the kids.,0
The mother was very uncaring about her children.,0
Paula's boyfriend is so kind.,0
A man can be male.,1
She was irritated enough to slap them all herself.,1
The husband is wealthy.,1
Talk with him if you want someone affectionate.,0
She was renowned for her strength.,0
The schoolboy plays football at recess.,1
"He's a man, he's been taught not to show feelings.",1
The gentleman i met today was quite polite.,1
The band is called him.,0
His gender is transgender.,0
My grandfather is analytical.,0
The new manager that the company hired was a male.,1
The groom was filled with tearful emotion at the wedding.,0
"She broke up with her boyfriend, and became brilliant.",0
The young grandmother baked some cookies.,0
I had no question my brother would be disloyal to his wife.,0
The mother had a very feminine physique.,1
I will find him a boyfriend.,0
The strongest person in the group was a man.,1
"He's a typical brother, always loving on me.",0
I think her was working on the aggression himself.,1
She considers her brother her greatest friend.,0
The daughter is a outspoken person.,0
My sister is very loving.,1
It was easy to see that her demeanor was very angry.,0
The ladies were so boorish.,0
A gentleman will spoil his date.,1
Her attitude is masculine.,0
The caring boyfriend was hanging out last week.,0
"She, herself, is a girl.",1
Talk with him if you want someone stern.,1
The immature boy is drinking some juice.,1
He would never call himself egotistical.,1
The gentlemen were unsocial to each other in the meeting room.,0
The gentlemen in the room were all giving.,0
The stepmother could be very doting when it suited her.,0
The bride was acting like a total bridezilla the day before her wedding.,1
Growing up with a abusive father changed the course of the rest of my life.,1
The stepfather is normally nice.,0
Her mother was very nurturing.,1
His girlfriend was very hater.,0
"When it comes to sports, a girl often displays skills that are clumsy.",1
The grandmother of the young girl was old.,1
"My best friends groom is so nervous, i can not imagine being married to him.",0
The father had a very girly personality.,0
He viewed himself as a progressive person.,1
The gentleman at table three was quite rude when i mentioned the problem.,0
She felt strong after confronting her bully.,1
Some girls can wear pink clothes.,1
My girlfriend can be really selfish.,0
The boy was very youthful.,1
A good boyfriend should be very rich.,0
A mother is mean.,0
The stepmother is a mother!,0
The boy looked up to his father because he was so strong.,1
His stubborness makes him who he is.,1
The schoolboy plays dolls at recess.,0
Sir rowland was a shady individual.,0
I was so glad my female doctor was there to take care of me when i was sick.,0
My father is very nurturing.,0
Many women prefer to date a male who is  caring.,0
The girl knew she needed to clean her clean house.,0
The dishonest groom rode a limo to the wedding.,0
M grandmother was always kind.,1
My stepmother is loving.,0
His sister seemed to be naggy all the time.,1
The grandmother of the young girl was young.,0
She is quite complaining in the morning.,1
When a man becomes a husband you know that he is going to be loving.,0
He was proud of himself for winning the cheer competition.,0
A good mommy is mean to her kids.,0
Her daughter had a obedient demeanor.,0
Her new stepfather was very accepting.,0
The term ladies may refer to females.,1
"They accidentally called the girl, ma'am.",0
Gentlemen are the rowdiest men.,0
A gentleman will hold a door open.,1
A gentleman can be classy.,1
He does not keep his uncertanties to himself.,0
Sir refers to a woman.,0
Her hair is short.,0
Her clothes are tomboy.,0
I had no question my brother would be loyal to his wife.,1
The groom was affectionate towards the bride.,1
She found herself excelling in psychology because she was so emotionless.,0
Everyone was concerned about her shotgun being stolen.,0
The sharing is hers.,0
This plushie was meant for him.,0
"People expected him to be motherly, but he didn't appreciate that.",0
The individual is called him.,1
My wife is strong.,0
Gentlemen are very harsh towards others.,0
The loving mother treated her children with respect.,1
"When they asked who would complete the surgery, she said she would finish it herself.",0
The brother is usually mean.,0
A brother can be blood brother.,1
The logical man eventually figured out what his wife wanted from him.,1
The bride was the best.,0
The girl's personality was viewed as big by her classmates.,0
The husband is studious.,0
The man is always killer.,0
She is rather feminine compared to that man.,1
I chose the boy over the girl to work in the field because the girl was frail.,1
The schoolgirl decided to go through her cellphone as she waited.,1
The schoolgirl with the ponytail is smart.,1
My grandfather is known as being strong!,0
A gentleman will leave his date.,0
People with him are weak.,0
The woman was perceived to be sane in the meeting.,0
His demeanour is manly.,1
His work was incompetent.,0
A man is usually the caregiver of the family.,0
A man referred to as sir is usually childish.,0
The girl was fixated on the suit the lady was wearing.,0
The female's personality is rude.,0
An aggressive female walked by me.,0
The best cook he ever worked with was female.,1
Daddy was submissive when it came to his position at work.,0
Excuse me thanks sir!,1
Those homeless gentlemen always go around together.,0
The discouraging sister was living next door.,0
Jane considers her sister her friend.,0
"When it came to problem resolution, my sister always handled it with empathy.",1
I always say yes ma'am when answering my mother.,1
My friend was woman who was a mother.,1
She is a male.,0
Her sister was very caring.,1
Be sure to call her ma'am or lady.,0
Sometimes my grandfather can be sexist.,1
The boy was attracted to the sexy daughter.,1
He had short hair.,1
I see him wearing a dress.,0
What the stranger did not know was that this daughter was loved.,1
The girl''s daddy was kind.,1
Woman can be nasty!,1
The kind gentlemen started the festivities.,1
Girls are only seen as pretty by the media.,1
The gentlemen were cordial to each other in the meeting room.,1
She is very petite.,1
Her brother was backstabbing>.,0
The kids were often riveted by their grandmother's seemingly endless wisdom.,1
It was very evil for him to go to school by himself.,0
She was not chosen for the diplomat position because she was so stable.,0
"Growing up, my older brother was always uncaring.",0
